word,emotion,color,orientation,sentiment,subjectivity,source
متمرد,fear,,,negative,weak,opinion
لا قيمة له,anger,,,negative,strong,opinion
أهان,anger,,,negative,strong,opinion
مهين,anger,,,negative,strong,opinion
الشتائم,Disgust,,,negative,,opinion
غير محتمل,anger,,,negative,strong,opinion
الشدة,sadness,purple,active,,,inquirer
الهدف,joy,black,active,,weak,mpqa
جماع,joy,,active,positive,,emolex
الترابط,trust,grey,,,,colour
مثير للإعجاب,joy,,,positive,strong,emolex
الإهتمامات,joy,,,positive,weak,opinion
التشوش,anticipation,,active,negative,weak,emolex
إقحام,surprise,grey,,,,colour
توسط,trust,,active,positive,,inquirer
تفسر,trust,,active,,,inquirer
ترجمة,trust,blue,active,,,inquirer
مقاطعه,anger,black,,negative,weak,opinion
انقطاع,anger,,,negative,,opinion
ألفة,trust,,,positive,strong,opinion
ترهب، تخوف,fear,,,negative,strong,opinion
سمم,sadness,,active,negative,weak,opinion
تسمم,sadness,green,,,,colour
تصلب,sadness,,,negative,strong,opinion
عنيد,anger,,,negative,strong,opinion
باسل,trust,,,positive,,emolex
معقد,fear,,,positive,weak,opinion
مثيرة للاهتمام,joy,,,positive,strong,opinion
يثير الاهتمام والفضول,joy,,,positive,strong,opinion
تطفل,Disgust,,active,negative,strong,opinion
حدسي,anticipation,,passive,positive,strong,emolex
غمر,trust,,active,negative,strong,opinion
غمرت,trust,,,negative,strong,opinion
إبطال,trust,brown,,negative,strong,emolex
إبطال,joy,,,negative,,emolex
عدم صحة,surprise,,,negative,strong,emolex
لا يقدر بثمن,joy,white,,positive,strong,opinion
بثبات,trust,black,,positive,,emolex
المجتاحة,anger,,,negative,weak,opinion
قدح,joy,,,negative,strong,opinion
استثمار,trust,,active,,,inquirer
بحث,trust,,active,positive,,emolex
استثمار,joy,,active,,,inquirer
مستثمر,trust,,active,,,inquirer
حسود,Disgust,,,negative,strong,opinion
حسدا,anger,,,negative,strong,opinion
الحسد,fear,,,negative,strong,opinion
نشط,joy,,,positive,weak,emolex
تنشيط,joy,,,positive,strong,opinion
لا تقهر,trust,,,positive,strong,opinion
لا يقهر,anticipation,,,positive,strong,opinion
لا تنتهك حرمته,anger,,,positive,strong,opinion
لا تنتهك حرمته,sadness,,,positive,strong,opinion
الخفي,fear,white,,,,colour
غير مرئى,fear,white,,negative,weak,opinion
لا إرادية,fear,,,negative,weak,opinion
لا إرادي,fear,,,negative,weak,emolex
منيع,trust,,,positive,strong,opinion
غضوب,anger,,,negative,,opinion
ضايق,anger,,passive,negative,strong,opinion
أغضب,anger,,,negative,,opinion
مما ازعج,anger,,,negative,,opinion
يؤرق,sadness,,,negative,,opinion
ممل,anticipation,,,negative,strong,opinion
الملل,anticipation,,,negative,,opinion
بغض,Disgust,,,,strong,mpqa
لا يمكن الاستغناء عنه,anticipation,,,positive,,opinion
معتذر كبحه,fear,,,negative,strong,opinion
لا عيب فيه,trust,,,positive,strong,opinion
لا يقاوم,joy,,,positive,strong,opinion
لا يقاوم,trust,,,positive,strong,opinion
متردد,fear,,,negative,strong,opinion
متعذر حله,surprise,,,negative,weak,opinion
غير مسؤول,anger,,,negative,strong,emolex
غير مسؤول,Disgust,,,negative,strong,opinion
استهتار,anger,,,negative,strong,mpqa
غير موقر,anger,black,,negative,strong,emolex
باستخفاف,anger,,,negative,strong,mpqa
لا رجعة فيه,trust,grey,,negative,strong,opinion
غير قابل للإلغاء,trust,,,negative,,emolex
متلهف، متشوق,joy,,,negative,,opinion
حمار,anger,brown,,,,colour
يشم,anticipation,red,,,,colour
سئم,anticipation,,,negative,strong,opinion
مسنن,fear,,,negative,,opinion
مربى,joy,purple,,positive,weak,emolex
مستهجن,fear,,,negative,strong,opinion
برشاقة,joy,,,positive,strong,mpqa
الغيرة,anger,,,negative,strong,opinion
الغيرة,Disgust,,,negative,strong,opinion
تهكم,anger,,active,negative,strong,opinion
السكان الغاضبين,anger,,,negative,strong,opinion
السخريات,anger,,,negative,strong,opinion
هلام,Disgust,purple,,,,colour
متشنج,surprise,,,negative,,opinion
نرفز,anger,,,negative,strong,opinion
عاطل عن العمل,sadness,,,negative,weak,opinion
يجري بيطء,surprise,blue,,,,colour
نكتة,joy,blue,,negative,strong,emolex
يمزح,joy,,,positive,,emolex
مجلة,joy,white,,,,colour
صحافي,fear,yellow,,positive,,emolex
بفرح,joy,,,positive,strong,opinion
بفرح,joy,,,positive,strong,opinion
تهلل,joy,,,positive,strong,opinion
ابتهاج,joy,,,positive,strong,opinion
القاضي,trust,,active,,,inquirer
حكم,trust,,,,weak,mpqa
الأحكام,fear,,,,weak,mpqa
الأحكام,trust,,,,weak,mpqa
عصير,joy,orange,,,,colour
خردة,surprise,brown,,negative,weak,emolex
المدمن,Disgust,,,negative,weak,opinion
مخلفات,Disgust,,,negative,,opinion
الاختصاص القضائي,trust,black,,,,colour
غير مبرر,anger,,,positive,strong,mpqa
غير مبرر,fear,yellow,,positive,strong,emolex
بعدل,trust,,,positive,strong,opinion
حدث,surprise,,,negative,weak,emolex
مفلس,sadness,,,negative,strong,opinion
تذكار,joy,,,positive,,emolex
مفتاح,trust,,,,weak,mpqa
مزاح,joy,yellow,,,,colour
قتل,Disgust,,,negative,,opinion
القاتل,Disgust,,active,negative,weak,opinion
مفسد البهجة,sadness,,,negative,strong,opinion
يقتل,anger,,,negative,,opinion
لطف,joy,,,positive,strong,emolex
ملك,trust,,,positive,,emolex
مملكة,trust,purple,,,,colour
موهبة,joy,,,positive,,emolex
الوغد,Disgust,,,negative,strong,opinion
ركع,trust,,passive,,,inquirer
ساجد,trust,,passive,,,inquirer
سكين,fear,grey,,negative,weak,opinion
فارس,trust,,,positive,,emolex
معقد,fear,brown,,negative,,emolex
أعرف,trust,,passive,positive,strong,mpqa
معرفة,trust,white,,positive,strong,emolex
بدراية,trust,,,,strong,mpqa
المعرفه,trust,,,positive,strong,emolex
المعرفة,joy,,,positive,strong,opinion
معروف,trust,,passive,,,inquirer
خادم,sadness,,,negative,strong,opinion
أذناب,Disgust,,,negative,strong,opinion
تفتقر إلى,sadness,,,negative,strong,emolex
باهتة,sadness,,,negative,strong,emolex
يفتقر,fear,,,negative,,opinion
مقتضب,surprise,,,negative,strong,opinion
مثقل,sadness,,,negative,,emolex
تأخر,surprise,,passive,negative,weak,emolex
تخلف,anger,,,negative,,opinion
البحيرة,joy,blue,,,,colour
التخلف,Disgust,,,negative,,opinion
المسرحين,joy,,,negative,,opinion
مخبأ,trust,brown,,negative,,emolex
بحيرة,joy,blue,,,,colour
توجيه اللوم,anger,,,negative,strong,opinion
ضرب بعنف,anger,,,negative,strong,opinion
أعرج,sadness,,,negative,weak,opinion
البطة العرجاء صاحب منصب,Disgust,,,negative,strong,opinion
مؤسف,sadness,,,negative,strong,opinion
أسف,anticipation,,,negative,strong,opinion
مصباح,trust,yellow,,,,colour
حربة,fear,red,,,,colour
رماح,fear,grey,,,,colour
أرض,trust,brown,active,positive,,emolex
هبطت,surprise,,,positive,,emolex
المناظر الطبيعيه,joy,green,,,,colour
المناظر الطبيعية,surprise,green,,,,colour
ضعيف,sadness,,,negative,strong,emolex
واهن,sadness,,,negative,strong,opinion
حضن,trust,white,,,,colour
هفوة,surprise,,,negative,weak,emolex
ساقطا,surprise,,,negative,,opinion
هفوات,anger,,,negative,,opinion
شحم الخنزير,Disgust,yellow,,,,colour
كبير,lasoa,,,positive,weak,mpqa
سعة كبيرة,trust,,,positive,,opinion
على نطاق واسع,trust,,,,weak,mpqa
إلى حد كبير,trust,,,,weak,mpqa
فاسق,Disgust,,,negative,strong,opinion
معشوقة,joy,pink,,,,colour
تأخر,surprise,,,negative,,emolex
يمدح,joy,,,positive,strong,opinion
جدير بالثناء,joy,,,positive,strong,emolex
أضحوكة,sadness,,,negative,strong,opinion
مسرف,anger,green,,positive,strong,emolex
بسخاء,trust,,,positive,strong,opinion
مطيع للقانون,trust,,,positive,strong,opinion
الخارق للقانون,anger,,,negative,strong,opinion
خرق القانون,anger,,,negative,strong,opinion
يوجد على نحو قانوني,trust,,,positive,weak,opinion
فوضوي,anger,,,negative,strong,opinion
غياب دام طويلا,sadness,,,negative,,opinion
تسرب,fear,,passive,negative,weak,emolex
تسرب,surprise,,,negative,weak,emolex
التسربات,fear,,,negative,,opinion
تسريب,fear,,,negative,,opinion
تسرب,fear,,,negative,,opinion
فسحة,joy,,,positive,,emolex
ميراث,trust,,,,weak,mpqa
قانونيه,trust,,,,weak,mpqa
أسطوري,joy,,,positive,weak,emolex
شرعي,trust,,,positive,weak,mpqa
شرعيا,trust,,,positive,weak,mpqa
إقراض,trust,,active,,,inquirer
الإقراض,trust,yellow,,,,colour
متساهل,trust,,,positive,weak,emolex
متساهل,joy,,,positive,weak,mpqa
اقل تطورا,surprise,,,negative,weak,opinion
أقل غلاء,surprise,,,positive,weak,mpqa
تأثير ايجابي,trust,green,,positive,weak,emolex
خفة,joy,,,positive,strong,opinion
ليبرالية,anger,,,negative,weak,emolex
الليبرالية,anger,,,positive,weak,mpqa
فاجر,anger,,,negative,strong,opinion
الإ جازة الرسمية,joy,,,negative,strong,opinion
كذب,Disgust,,,negative,,opinion
الكذاب,Disgust,,,negative,strong,opinion
الأكاذيب,Disgust,,,negative,strong,opinion
تهدد الحياة,fear,,,negative,weak,opinion
شريان الحياة,joy,red,,positive,strong,emolex
مدى الحياة,trust,,,positive,weak,mpqa
المنقذ,trust,,,positive,,opinion
مصعد,trust,grey,active,,,inquirer
أرعن,anger,,,positive,strong,opinion
احب,joy,,,positive,,opinion
المحتمل أن,anticipation,,,,weak,mpqa
شبه,anticipation,grey,,,,colour
الإعجابات,joy,,,positive,,opinion
ليموزين,joy,black,,,,colour
قلب الأسد,trust,,,positive,strong,opinion
شفة,joy,pink,,,,colour
أحمر الشفاه,joy,red,,,,colour
تخلص من,trust,green,active,,,inquirer
أدبي,joy,brown,,,,colour
مثقف,trust,,,positive,weak,mpqa
الأدب,joy,white,,,,colour
رشيق,joy,,,positive,,emolex
الغلاف الصخري,trust,brown,,,,colour
خصم,anger,grey,,negative,,emolex
دعوى,fear,,,negative,,emolex
حي,surprise,,active,positive,strong,opinion
طين,Disgust,brown,,,,colour
قرض,fear,,active,,,inquirer
شامخ,joy,,,negative,strong,emolex
سجل,trust,brown,,,,colour
اللوغارثم في الرياضيات,surprise,black,,,,colour
منطق,trust,,,positive,,inquirer
منطقي,trust,,,positive,weak,emolex
بشوق,joy,,,negative,strong,opinion
نهب,anger,yellow,,negative,strong,emolex
سيادة,trust,purple,,positive,,emolex
الخاسر,sadness,,,negative,weak,opinion
الخاسرين,sadness,,,negative,,opinion
يفقد,sadness,,,negative,,opinion
خسائر,sadness,,,negative,,opinion
قذر,Disgust,,,negative,strong,opinion
أحب,joy,,,positive,,opinion
بلا حب,sadness,,passive,negative,strong,opinion
سحر,joy,,,positive,strong,opinion
متيم,joy,,,negative,strong,opinion
يحب,joy,,,positive,,opinion
مربح,anticipation,,,positive,weak,opinion
شهواني,Disgust,red,,negative,,emolex
الفوة نبات صبغي,mager,,,negative,strong,opinion
شهم,trust,,,positive,strong,opinion
برحابة صدر,trust,,,positive,strong,opinion
رجولة,trust,,,positive,,emolex
هوس,joy,red,,negative,strong,emolex
مهووس,joy,black,,negative,strong,emolex
صباغة الاظافر,joy,pink,,,,colour
رجولي,trust,black,,positive,strong,emolex
المن,fear,,,positive,,emolex
سوق,joy,,active,,,inquirer
تسويق,joy,,,positive,,emolex
تعجب,surprise,,,positive,,opinion
تعجب,anticipation,,,positive,,opinion
معجزات,surprise,,,positive,strong,opinion
قناع,fear,black,,,,colour
المجازر,sadness,,,negative,strong,opinion
مارس العادة السرية,Disgust,white,,,,colour
مباراة,joy,,active,,,inquirer
ناضج,trust,,,positive,weak,opinion
بنضج,trust,,,positive,weak,opinion
نضج,trust,grey,,positive,weak,opinion
مثير للغثيان,Disgust,,,negative,strong,opinion
تقزز,Disgust,,,negative,strong,opinion
تحقيق أقصى قدر,trust,,active,positive,strong,mpqa
هزيل,sadness,,,negative,strong,opinion
خسة,anger,,,negative,strong,opinion
تافه,anger,,,negative,,opinion
لحن,joy,blue,,positive,,inquirer
أحيا ذكرى,joy,,,positive,strong,mpqa
ذكريات,joy,,,,weak,mpqa
ذاكرة,joy,blue,,,,colour
مهددا,fear,,,negative,strong,opinion
يصلح,trust,white,active,positive,weak,mpqa
كذوب,anger,,,negative,strong,opinion
وضيع,anger,grey,,negative,weak,emolex
حيض,Disgust,red,,positive,,emolex
رحيم,trust,white,,positive,strong,emolex
الحمد لله,joy,,,positive,strong,opinion
بلا رحمة,anger,,,negative,strong,opinion
رحمة,trust,pink,,positive,strong,emolex
حورية البحر,joy,blue,,,,colour
بمرح,joy,,,positive,strong,opinion
ورم خبيث,sadness,,,negative,,emolex
موسوس,fear,,,positive,weak,opinion
بدقة,trust,,,positive,weak,opinion
شجار,anger,,,negative,weak,opinion
حافلة صغيرة,joy,yellow,,,,colour
وزير,trust,,active,positive,weak,mpqa
حفل غنائي,joy,green,,,,colour
المعجزات,trust,,,positive,strong,opinion
بأعجوبة,surprise,,,positive,strong,opinion
الإعجاز,trust,,,positive,strong,opinion
سراب,fear,,,negative,strong,opinion
المنحرفة,Disgust,,,negative,,opinion
غير شرعي,fear,,,negative,strong,opinion
أساء التصرف,anticipation,,active,negative,strong,opinion
أخطأ في الحساب أو التقدير,anticipation,,,negative,weak,opinion
حساب خاطئ,fear,,,negative,weak,opinion
الأذى,anger,,active,negative,strong,emolex
مؤذ,anger,,active,negative,strong,emolex
بخبث,anger,,,negative,strong,opinion
المفاهيم الخاطئة,anger,,,negative,strong,opinion
وغد,Disgust,,,negative,strong,opinion
الاوغاد,anger,,,negative,strong,opinion
التضليل,fear,,,negative,strong,opinion
البخيل,fear,,,negative,strong,opinion
مآسي,sadness,,,negative,strong,opinion
بخيل,anger,,,negative,strong,opinion
غير كفؤ,anticipation,,,negative,strong,opinion
ظن,anticipation,,,negative,strong,opinion
شكوك,anticipation,,,negative,strong,opinion
الضلال,anger,,,negative,strong,opinion
ضلل,anger,,,negative,strong,opinion
معلومات خاطئة,fear,,,negative,strong,opinion
أساء التفسير,anticipation,,,negative,strong,opinion
تفسير خاطئ,anticipation,,,negative,,emolex
أخطأ في الحكم,anticipation,,,negative,strong,opinion
حكم غير عادل,anger,,,negative,strong,opinion
مضلل,anger,,,negative,strong,opinion
نسيء,sadness,,,negative,strong,opinion
سوء التدبير,fear,red,,negative,,emolex
عدم تطابق,surprise,,,negative,,emolex
الخطأ في التسمية,anticipation,,,negative,,emolex
في غير محله,anticipation,,,negative,,emolex
لفظ بطريقة خاطئة,anticipation,,,negative,,opinion
أخطأ,anger,,,negative,,opinion
أخطأت,surprise,,,negative,strong,opinion
ضباب,fear,grey,,negative,,opinion
خطأ,anger,,,negative,strong,opinion
الأخطاء,anger,,,negative,strong,opinion
من عدم الثقة,anger,,,negative,strong,opinion
أساء الفهم,surprise,,passive,negative,strong,emolex
سوء الفهم,anticipation,,,negative,strong,opinion
يساء فهمه,anticipation,,passive,negative,strong,opinion
سوء استخدام,surprise,,,negative,strong,emolex
محتكر,anger,black,,negative,,emolex
احتكار,anger,green,,,,colour
رتيب,sadness,,,negative,strong,opinion
رتابة,sadness,,,negative,strong,opinion
المسوخ,Disgust,,,negative,strong,opinion
مشوه الخلقة,Disgust,,,negative,strong,opinion
مخيف,fear,,,negative,strong,opinion
هجوما عنيفا,anger,,,negative,strong,opinion
حشرة العتة,Disgust,brown,,,,colour
بلا حركة,sadness,white,,negative,weak,opinion
بحزن,sadness,,,negative,strong,opinion
لسان حال,anticipation,black,,,,colour
غمغم,anticipation,grey,,negative,,emolex
مهلك,anger,,,negative,weak,opinion
في ظروف غامضة,fear,,,negative,strong,opinion
حير,surprise,,,negative,weak,opinion
أسطورة,joy,,,negative,strong,opinion
الحضيض,sadness,black,,negative,,emolex
متذمر,anticipation,,,negative,strong,opinion
ماهي,anticipation,,active,,,inquirer
ساذج,anger,,passive,negative,strong,emolex
بسذاجة,nager,,,negative,strong,opinion
مخدر,fear,,,negative,,emolex
ضيق,sadness,black,,negative,weak,mpqa
بخبث,Disgust,,,negative,strong,opinion
وقاحة,anger,,,negative,strong,opinion
صفر,sadness,grey,,,,colour
شقي,fear,,,negative,strong,emolex
أصاب بالغثيان,sadness,,,negative,weak,opinion
بالضرورة,anticipation,,,positive,weak,mpqa
ضروري,trust,,,positive,weak,mpqa
الضروريات,anticipation,green,,,,colour
رحيق,joy,yellow,,positive,,emolex
بحاجة إلى,anticipation,,passive,negative,weak,mpqa
ضروري,anticipation,,,negative,strong,emolex
لا داعي,anticipation,,,negative,weak,opinion
بلا داع,anticipation,,,negative,weak,opinion
الاحتياجات,anticipation,,,,weak,mpqa
محتاج,sadness,,,negative,weak,emolex
شنيع,Disgust,,,negative,strong,opinion
ينفي,anger,,,negative,weak,opinion
السلبيات,anger,,,negative,,opinion
سلبية,anger,,,negative,,opinion
إهمال,sadness,,,negative,strong,emolex
إهمال,surprise,grey,,negative,,emolex
إهمال,anger,,,negative,strong,emolex
مهمل,sadness,,,negative,strong,emolex
بإهمال,anticipation,brown,,negative,,emolex
ضئيلة,surprise,,,negative,weak,mpqa
تفاوض,trust,grey,,,,colour
مفاوض,trust,,,positive,,emolex
صهيل,joy,brown,,,,colour
عدو,anger,,,negative,strong,opinion
حديثي الولادة,joy,white,,,,colour
عصب,anticipation,,,positive,,emolex
بعصبية,anger,,,negative,strong,opinion
شائكة,fear,,,negative,strong,opinion
محايد,trust,grey,,,,colour
إبطال مفعول,trust,white,active,positive,weak,mpqa
ومع ذلك,anticipation,,,,strong,mpqa
مولود جديد,anticipation,pink,,,,colour
أخبار,anticipation,black,,,,colour
جريدة,anticipation,grey,,,,colour
كشك الصحف,anticipation,grey,,,,colour
منقار,anticipation,blue,,,,colour
لطيف,joy,,,positive,strong,opinion
بشكل جميل,joy,,,positive,strong,opinion
أجمل,anticipation,,,positive,,opinion
اجمل,anticipation,,,positive,,opinion
تخصص,anticipation,,,positive,,inquirer
شق,anticipation,brown,,,,colour
النيكل,anticipation,grey,,,,colour
ابنة الاخ,anticipation,pink,,,,colour
أنيق,joy,,,positive,strong,opinion
زنجي,fear,black,,negative,,emolex
أزعج,anger,,,negative,weak,opinion
حلول الظلام,anticipation,black,,,,colour
رهيب,fear,,,negative,strong,opinion
عدمية,anticipation,black,,negative,,emolex
صفر,anticipation,black,,,,colour
رشيق,joy,white,,positive,strong,opinion
تسعين,anticipation,grey,,,,colour
حلمة الثدي,anticipation,yellow,,,,colour
تصيد الأخطاء,anticipation,,,negative,,opinion
بنبل,trust,,,positive,strong,opinion
ليلي,anticipation,black,,,,colour
الضوضاء,anticipation,,,negative,,emolex
بلا ضجة,anticipation,,,positive,,opinion
الضوضاء,anger,,,negative,,opinion
ترشح,anticipation,,active,positive,,inquirer
ترشيح,surprise,,,positive,,emolex
عدم الثقة,fear,,,negative,strong,opinion
اللاعنف,trust,,,positive,weak,opinion
غير عنيفة,trust,,,positive,weak,opinion
معدوم,sadness,,,negative,weak,opinion
متجاوب,anticipation,,,negative,,opinion
كلام فارغ,anger,,,negative,strong,emolex
غير عنيفة,anticipation,,,,weak,mpqa
وقت الظهيرة,anticipation,yellow,,,,colour
عادي,trust,,,positive,weak,mpqa
السواء,anticipation,white,,positive,,emolex
فضولي,fear,,,negative,strong,opinion
منخر,anticipation,black,,,,colour
وجهاء,anticipation,,,positive,,emolex
لا سيما,trust,,,positive,strong,opinion
الرموز,anticipation,black,,,,colour
ملحوظة,anticipation,,passive,,,inquirer
وأشار,anticipation,,,positive,,emolex
جدير بالملاحظة,trust,blue,,positive,strong,opinion
تنويه,anticipation,,passive,,,inquirer
جدير بالملاحظة,surprise,,,positive,weak,mpqa
أبلغ,anticipation,white,,,,colour
على الرغم من,anticipation,white,,,,colour
رواية,joy,,,positive,strong,mpqa
بدعة,anticipation,white,,positive,,opinion
فوهة,anticipation,grey,,,,colour
فارق بسيط,anticipation,,,,strong,mpqa
الفروق الدقيقة,anticipation,,,,strong,mpqa
عري,anticipation,pink,,,,colour
كتلة صلبة,anticipation,yellow,,,,colour
لا شيء,anticipation,black,,,,colour
خدر,anger,,,negative,weak,emolex
أعداد,anticipation,,,positive,,emolex
عددي,anticipation,black,,,,colour
العناصر الغذائية,anticipation,,,positive,,inquirer
تغذية,anticipation,green,,,,colour
جوز,anticipation,brown,,,,colour
حورية,anticipation,pink,,,,colour
الأهبل,anticipation,,,negative,,emolex
بلوط,anticipation,brown,,positive,,emolex
مجذاف,anticipation,brown,,,,colour
دقيق الشوفان,anticipation,brown,,,,colour
مطيع,trust,,active,positive,strong,mpqa
بطاعة,trust,,,positive,strong,mpqa
موضوع,anticipation,,active,negative,strong,opinion
بغيض,Disgust,,,negative,strong,emolex
الاعتراضات,surprise,,,negative,strong,opinion
بموضوعية,trust,,,positive,weak,mpqa
التزام,anticipation,grey,,,weak,mpqa
واجب,anticipation,grey,,,,colour
مجبر,surprise,white,,positive,strong,mpqa
منحرف - مائل,surprise,,,negative,weak,opinion
غافل,surprise,,,negative,strong,opinion
بغيض,anger,,,negative,strong,opinion
الفحش,anger,,,negative,strong,opinion
غامض,fear,black,,negative,weak,opinion
مشوشة,anticipation,grey,,negative,,opinion
يحجب,anticipation,,,negative,,opinion
غموض,fear,black,,negative,strong,emolex
مراعاة,anticipation,white,,,,colour
يقظ,anticipation,,,positive,,emolex
الملاحظة,anticipation,,passive,,,inquirer
رصد,anticipation,blue,passive,,,inquirer
مراقب,anticipation,,passive,,,inquirer
أقلق,fear,,,negative,strong,opinion
استحواذ,anger,,,positive,strong,opinion
الهواجس,fear,,,positive,strong,opinion
استحواذي,obger,,,negative,strong,opinion
هاجس,fear,,,negative,strong,opinion
عفا عليها الزمن,surprise,,,negative,weak,opinion
طب التوليد,anticipation,pink,,,,colour
عرقلت,anticipation,,,negative,,opinion
المعطل,anticipation,,,negative,,opinion
الحصول على,anticipation,,active,positive,,inquirer
لحوح,obger,,,negative,strong,opinion
مناسبات,anticipation,,active,,,inquirer
حبس,anticipation,,,negative,,opinion
المغطي,anticipation,,,negative,,opinion
الاغلاق,anticipation,,,negative,,opinion
احتلال,anticipation,grey,,positive,,emolex
تشغل,anticipation,,,positive,,emolex
تحدث,anticipation,,passive,,,inquirer
حادثة,anticipation,,passive,,,inquirer
محيط,anticipation,blue,,,,colour
المحيطات,anticipation,blue,,,,colour
مثمن,anticipation,black,,,,colour
بصري,anticipation,white,,,,colour
رائحة,anticipation,brown,,negative,,emolex
هرمون الاستروجين,anticipation,pink,,,,colour
جريمة,anger,,,negative,weak,opinion
جريمة,Disgust,,,negative,weak,opinion
المخالف,anger,,,negative,strong,opinion
الجرائم,anger,,,negative,strong,opinion
عدواني,anger,,,negative,strong,opinion
خبث,Disgust,,,negative,strong,opinion
عرض,anticipation,,active,positive,,emolex
مرتجلا,anticipation,,,negative,,emolex
عرض البحر,anticipation,blue,,negative,,emolex
فرع,anticipation,green,,positive,,emolex
يا,anticipation,,,,strong,mpqa
نفط,anticipation,black,,,,colour
مرهم,anticipation,white,,,,colour
حسنا,trust,,,positive,weak,mpqa
زيتون,anticipation,green,,,,colour
أولمبي,anticipation,,,,weak,mpqa
أوميغا,anticipation,black,,,,colour
عجة البيض,anticipation,yellow,,,,colour
الأسوأ,anger,,,negative,strong,opinion
إغفال,surprise,,passive,negative,weak,opinion
حذف,surprise,black,passive,negative,weak,emolex
حذف,anger,black,,,,colour
الجامع,trust,grey,,,,colour
كلي العلم,anticipation,white,,,,colour
جانب واحد,anticipation,,,negative,strong,mpqa
من طرف واحد,surprise,,,negative,strong,opinion
علم الوجود,anticipation,white,,,,colour
عبء,anticipation,black,,negative,,emolex
فصاعدا,anticipation,,,positive,weak,mpqa
غموض,anticipation,white,,,,colour
مبهمة,anticipation,grey,,negative,,emolex
افتح,surprise,white,active,positive,weak,mpqa
قضية مفتوحة,anticipation,,,,weak,mpqa
فتاحة,anticipation,white,,,,colour
افتتاح,anticipation,white,,,,colour
بكل صراحة,trust,,,positive,weak,opinion
رأي,anticipation,grey,,,strong,mpqa
الآراء,anticipation,,,,strong,mpqa
انتهازية,anger,,,negative,weak,opinion
عارض,surprise,orange,active,negative,strong,emolex
المعارضة,anger,,,negative,strong,opinion
الظلم,Disgust,,,negative,strong,opinion
اضطهاد,Disgust,,,negative,strong,opinion
الظالمين,fear,,,negative,strong,opinion
بصري,anticipation,white,,,,colour
بصريات,anticipation,white,,,,colour
الأمثل,trust,,,positive,strong,opinion
متفائل,trust,,passive,positive,weak,opinion
اختيار,anticipation,green,,positive,,emolex
اختياري,anticipation,,,positive,,emolex
خيارات,anticipation,green,,,,colour
طبيب العيون,anticipation,white,,,,colour
وفرة,trust,,,positive,strong,opinion
البرتقالي,anticipation,orange,,,,colour
خطاب رسمي,anticipation,,,positive,,emolex
فن الخطابة,anticipation,white,,,,colour
الأجرام السماوية,anticipation,white,,,,colour
طلب,anticipation,white,active,positive,,inquirer
عادي,anticipation,grey,,,,colour
توابل,anticipation,green,,,,colour
عضوي,anticipation,green,,positive,,emolex
تنظم,anticipation,white,active,positive,,emolex
منظم,anticipation,,,positive,,emolex
توجيه,anticipation,black,,,,colour
شرقي,anticipation,yellow,,,,colour
فتحة,anticipation,brown,,,,colour
الأصل,anticipation,white,,,,colour
أصلي,trust,,,positive,weak,mpqa
تنشأ,anticipation,green,active,,,inquirer
مزين,anticipation,,,positive,,emolex
مزخرف,anticipation,,,positive,,emolex
أرثوذكسي,anticipation,white,,,,colour
ظاهري,anticipation,yellow,,,,colour
ظاهريا,anticipation,grey,,negative,,emolex
نفى من غير محاكمة,anger,,active,negative,strong,opinion
نعامة,anticipation,white,,,,colour
العثماني,anticipation,brown,,,,colour
يجب,anticipation,,,,strong,mpqa
التفشي,sadness,,,negative,weak,opinion
نتيجة,anticipation,grey,,positive,,emolex
عتيق الطراز,joy,,,negative,weak,mpqa
يتفوق عليها,anticipation,,,positive,,opinion
ملابس,anticipation,pink,active,,,inquirer
المنتهية,surprise,,,positive,weak,mpqa
غريب,anticipation,red,,negative,,emolex
الخارج عن القانون,fear,black,,negative,strong,emolex
الخطوط العريضة,anticipation,,active,,,inquirer
نجا من الموت,anticipation,,passive,positive,,inquirer
الآفاق,anticipation,,passive,,weak,mpqa
لاغي,surprise,,,negative,weak,opinion
يتفوق على,anticipation,,,positive,,opinion
تفوقت,anticipation,,,positive,,opinion
التفوق على,anticipation,,,positive,,opinion
يتفوق,anticipation,,,positive,,opinion
انتاج,anticipation,,active,,,inquirer
التوعية,anticipation,,active,,,inquirer
تجاوز,anticipation,,active,positive,,inquirer
بداية,anticipation,,,positive,,inquirer
تألق,ousor,,,positive,strong,opinion
تفوقت,anticipation,,,positive,,opinion
فاقه دهاء وحيلة,surprise,,,positive,strong,opinion
صريح,anticipation,,,,weak,mpqa
نحو الخارج,anticipation,,,positive,,emolex
نثر,joy,,active,positive,strong,opinion
مبيض,anticipation,grey,,,,colour
الإفراط في تصرف,surprise,,,negative,strong,opinion
الإفراط في رهبة,anticipation,,,negative,,opinion
الإفراط متوازنة,anticipation,,,negative,,opinion
أكثر من لفقت,anticipation,,,negative,,opinion
لالديموغرافيه,anticipation,,,negative,,opinion
الإفراط في التقييم,fear,,,negative,weak,opinion
الشريك المفضل!,trust,,,positive,strong,mpqa
مثل بصورة مبالغ فيها,surprise,,,negative,strong,opinion
متكلف,fear,,,negative,strong,opinion
وزرة,anticipation,blue,,,,colour
أرهب,fear,,,negative,weak,opinion
رجح,anticipation,,,negative,weak,opinion
أثقل,anticipation,,,negative,,emolex
غلبت,anticipation,,active,,,inquirer
غائم,anticipation,grey,,negative,,emolex
