words,emotion,color,orientation,sentiment,subjectivity,source
غرامة,fear,,active,positive,weak,opinion
مظهر جميل,joy,,,positive,,opinion
ناعما,joy,,,positive,strong,opinion
أناقة,joy,,,positive,,emolex
براعة,joy,,,positive,,emolex
أروع,joy,,,positive,,opinion
محدود,surprise,white,,,,colour
كرة نارية,anger,red,,positive,,emolex
المضاد للهب,trust,red,,positive,,emolex
الألعاب النارية,joy,red,,,,colour
أكثر حزما,trust,,,positive,,opinion
قطعا,trust,orange,,,weak,mpqa
من الطراز الأول,joy,,,positive,strong,opinion
مريب,fear,grey,,,,colour
الانشطار النووي,fear,grey,,,,colour
شقوق,fear,,,negative,weak,opinion
قبضة,anger,,,negative,weak,opinion
لائق بدنيا,joy,,,positive,strong,mpqa
اللياقه البدنيه,joy,,,positive,,inquirer
مدفعية مضادة للطائرات,fear,,,negative,strong,opinion
تقشر,anticipation,,,negative,weak,emolex
هشا,fear,,,negative,weak,opinion
مبهرج,joy,,,positive,weak,opinion
بلا عيب,trust,,,positive,strong,opinion
لا تشوبه شائبة,trust,,,positive,strong,opinion
العيوب,anger,,,negative,weak,opinion
نظرة ساخرة,anger,,,negative,strong,opinion
المرونة,joy,yellow,,positive,,emolex
مرن,joy,,,positive,strong,opinion
طائش,fear,,,negative,strong,opinion
يمزح,joy,pink,,,,colour
تخبط,surprise,,,negative,strong,opinion
تزدهر,joy,,,positive,strong,opinion
مزدهر,trust,,,positive,strong,opinion
هزء,anger,,,negative,strong,opinion
مائع,Disgust,blue,,,,colour
أحبطت,sadness,,,negative,,emolex
مغرم,joy,,,positive,strong,opinion
بولع,joy,,,positive,strong,opinion
ينخدع,sadness,,,negative,,opinion
متهور,fear,,,negative,strong,opinion
أحمق,fear,,,negative,strong,emolex
بحماقة,surprise,,,negative,strong,opinion
غباء,Disgust,,,negative,strong,emolex
سهل جدا,trust,,,positive,weak,opinion
جسر المشاة,trust,brown,,,,colour
مراقب عمال,,,,positive,,emolex
أول,fosor,,,positive,strong,opinion
الطب الشرعي,trust,white,,,,colour
الرائد,trust,,,positive,,emolex
غابة,fear,green,,,,colour
مزور,fear,,,negative,weak,opinion
تزوير,Disgust,,,negative,,emolex
ننسى,fear,grey,passive,negative,strong,emolex
كثير النسيان,fear,,,negative,strong,opinion
نسيان,fear,,,negative,strong,opinion
غفر,trust,,,positive,strong,emolex
مغفور,sadness,white,passive,positive,strong,emolex
مغفرة,trust,,,positive,strong,mpqa
نسيت,surprise,,passive,,,inquirer
بشكل يائس,sadness,,,negative,strong,opinion
فحشاء,Disgust,black,,negative,,emolex
إبتعد عن,surprise,,,negative,strong,opinion
موطن قوة,trust,,,positive,,emolex
قادم، صريح، يظهر,trust,,,positive,,emolex
محظوظ,joy,,,positive,strong,opinion
مصادفة,surprise,,,positive,strong,opinion
محظوظ,surprise,green,passive,positive,weak,emolex
لحسن الحظ,joy,,,positive,strong,opinion
إلى الأمام,trust,,,positive,,emolex
شخص غريب المنظر,fear,,,negative,strong,opinion
النزوات,Disgust,,,negative,,opinion
زبد,anger,white,,negative,,emolex
مثمر,joy,orange,,positive,weak,emolex
إثمار,joy,,,positive,,inquirer
دون جدوى,sadness,,,negative,strong,opinion
دخان,surprise,,,negative,strong,emolex
أدخنة,fear,,,negative,,opinion
إجازة,joy,green,,,,colour
مربح,joy,green,,positive,strong,opinion
بأجر,joy,,,positive,strong,opinion
كسب,trust,,,positive,,emolex
مكاسب,trust,,,positive,,opinion
مهرجان,joy,white,,,,colour
مثير للحنق,gager,,,negative,strong,opinion
gallingly,Disgust,,,negative,strong,opinion
رجل عصابة,fear,,,negative,,opinion
سجن,fear,,,negative,,emolex
مثلي الجنس,Disgust,,,positive,,inquirer
تحديق,fear,,passive,,,inquirer
شرفة المراقبة,fear,white,,,,colour
رجل غريب,fear,,,negative,strong,opinion
الأحجار الكريمة,joy,,,positive,weak,opinion
بسخاء,joy,,,positive,strong,opinion
إبادة جماعية,sadness,,,negative,strong,opinion
دماثة,trust,,,positive,,emolex
ألطف,trust,,,positive,,opinion
وثيق الصلة,surprise,,,positive,weak,mpqa
برز,trust,green,,,,colour
إيماءة,surprise,brown,active,,,inquirer
إيماءات,surprise,,,,weak,mpqa
احصل على,joy,,active,,,inquirer
كن غنيا,joy,,,negative,strong,opinion
بكل سرور,trust,,,positive,strong,opinion
فاتن,joy,,,positive,strong,opinion
على نحو مبتذل,anger,,,negative,strong,opinion
سطح أملس,joy,white,,,,colour
ومضة,joy,yellow,,positive,,inquirer
عفوي,trust,,,negative,strong,emolex
من غير تكلف,trust,,,negative,strong,opinion
بريق,joy,,,positive,strong,opinion
تلألأ,joy,,,positive,strong,opinion
متلألئ,joy,,,positive,strong,opinion
خلل,fear,,,negative,weak,opinion
مواطن الخلل,fear,,,negative,,opinion
لامع,joy,,,positive,,emolex
الواجهة,,,,positive,,opinion
فرح,joy,,active,,strong,mpqa
المجيد,trust,,,positive,strong,opinion
رائع,joy,,,positive,strong,opinion
لمعان,joy,,,positive,strong,emolex
حملق بسخط,anger,,,negative,strong,opinion
متوهج,joy,yellow,,positive,strong,emolex
كأس,joy,yellow,,,,colour
الله فظيعة,surprise,,,negative,strong,opinion
وهبها الله,trust,,,positive,strong,opinion
ملعون,Disgust,,,negative,strong,mpqa
إلهي,trust,,,positive,strong,opinion
ورع,trust,,,positive,,inquirer
نظارات واقية,trust,black,,,,colour
ذهب,joy,,,positive,weak,emolex
ذهبي,joy,yellow,,positive,weak,opinion
جولف,joy,green,,,,colour
جندول,,pink,,,,colour
نية حسنة,trust,blue,,positive,strong,emolex
حلوى,joy,pink,,,,colour
غوريلا,fear,black,,negative,,emolex
نميمة,Disgust,,,negative,strong,emolex
قلع,sadness,black,,negative,,emolex
نقرس,sadness,,,negative,,emolex
ثوب,,white,,,,colour
نعمة او وقت سماح,trust,purple,,positive,strong,emolex
تعوزه الفضيلة,fear,,,negative,strong,opinion
الرحمن,trust,white,,positive,strong,emolex
بسماحة,trust,,,positive,strong,emolex
رشاقة,joy,,,positive,strong,opinion
منحت,joy,white,,positive,,emolex
المستفيد,surprise,green,,,,colour
حبيبة,joy,white,,,,colour
تصارع,anger,,active,negative,weak,opinion
تصارع الموت,sadness,,active,negative,weak,opinion
يفهم، يمسك، يقبض,trust,,active,,,inquirer
الجراد,fear,green,,,,colour
الامتنان,trust,,,positive,strong,emolex
مع جزيل الشكر,joy,,,positive,strong,opinion
الإشباع,joy,,,positive,strong,opinion
بالامتنان,joy,,,positive,,opinion
يمتع,joy,,,positive,,opinion
ممتع,joy,,,positive,strong,opinion
بشكل مجاني,joy,,,negative,strong,mpqa
حصى,fear,grey,,,,colour
خطير,fear,,,negative,strong,opinion
خطير,surprise,,,negative,strong,opinion
مخضر,joy,green,,,,colour
رحب,joy,,,positive,strong,mpqa
اللون الرمادي,sadness,grey,,,,colour
السلوقي كلب الصيد,trust,grey,,,,colour
ملعب كرة قدم,joy,black,,,,colour
المظالم,anger,,,negative,strong,opinion
الحزن,sadness,,,negative,strong,opinion
بحزن,sadness,,,negative,strong,opinion
كشر,anger,,,negative,strong,opinion
طحن,anger,grey,active,negative,strong,opinion
وجع,sadness,,,negative,strong,opinion
مغص,sadness,,,negative,,opinion
عريس,joy,,active,positive,,inquirer
على نحو فادح,anger,,,negative,strong,opinion
تذمر,surprise,,,negative,strong,opinion
عابس,sadness,,,negative,strong,opinion
الرائد,trust,,,positive,strong,opinion
أحقاد,sadness,,,negative,strong,opinion
حسود,Disgust,,,negative,strong,opinion
على مضض,fear,,,negative,strong,emolex
شنيع,Disgust,,,negative,strong,opinion
ضمانة,trust,grey,,,,colour
حرب العصابات,fear,,active,,,inquirer
حرب العصابات,anger,,active,,,inquirer
على نحو إجرامي,Disgust,,,negative,strong,opinion
نورس,joy,yellow,,negative,,emolex
واد,joy,green,,,,colour
صمغ,Disgust,pink,,,,colour
غائر,surprise,pink,,,,colour
عاصفة,fear,white,,,,colour
أحشاء,Disgust,purple,,positive,,emolex
لاعبة جمباز,joy,,active,positive,,emolex
رياضي,joy,orange,active,,,inquirer
رياضة بدنية,joy,blue,,,,colour
طب النساء,trust,pink,,,,colour
غجر,fear,,,negative,,emolex
الإختراق,fear,,,negative,,opinion
الخارقة,joy,,,negative,,opinion
تساوم,anger,,,negative,strong,opinion
تساقط الشعر,sadness,,,negative,,opinion
معافى,joy,,,positive,strong,emolex
فاتر,fear,,,negative,strong,opinion
بفتور,fear,,,negative,strong,opinion
في منتصف الطريق,fear,,,negative,weak,emolex
سمة مميزة,joy,,,positive,,opinion
مقدس,trust,,,positive,strong,opinion
بالهلوسة,fear,,,negative,strong,opinion
لحم خنزير,Disgust,pink,,,,colour
شاكوش,fear,brown,,,,colour
الارجوحة الشبكية,joy,white,,,,colour
بدون بذل الكثير من الجهد,surprise,,,positive,,opinion
في المتناول,trust,,,positive,strong,emolex
علق,sadness,brown,passive,negative,,opinion
يتسكع,Disgust,brown,,,,colour
يتسكع,anger,brown,,,,colour
توقف,surprise,,,negative,,opinion
بدون تنظيم,anger,,,negative,weak,opinion
قليل الحظ,sadness,,passive,negative,strong,opinion
تحرش,Disgust,,,negative,,opinion
يضايق,anger,,,negative,,opinion
مضايقة,anger,,,negative,strong,opinion
إيواء,trust,,,negative,weak,opinion
ضربة قوية,surprise,,,negative,weak,opinion
المتشدد,anger,,,negative,strong,opinion
متشدد,anger,,,negative,strong,opinion
العمل الجاد,trust,,,positive,weak,opinion
واقعي,hager,,,negative,strong,opinion
قساة القلوب,Disgust,,,negative,strong,opinion
قساة القلوب,anger,,,negative,strong,opinion
أكثر صلابة,trust,,,positive,strong,opinion
تعنت,anger,,,negative,weak,opinion
المتشددين,anger,,,negative,weak,opinion
بالكاد,sadness,,,negative,strong,mpqa
صلابة,trust,black,,negative,,emolex
المصاعب,sadness,,,negative,strong,opinion
أذى,sadness,,,negative,,opinion
غير ضارة,trust,,passive,positive,strong,opinion
متناغم,joy,,,positive,strong,opinion
توافق,joy,,active,positive,strong,opinion
الأضرار,sadness,,,negative,strong,opinion
خفاش,fear,,,negative,strong,opinion
إمراة عجوز,fear,,,negative,strong,opinion
مغزو,sadness,,,negative,strong,opinion
حشيش مخدر,Disgust,,,negative,,emolex
كرهت,anger,,,negative,,opinion
بكراهية,anger,,,negative,strong,opinion
مسكون بالارواح,fear,,,negative,strong,opinion
الصداع,sadness,,,negative,,opinion
صداع الراس,sadness,black,,negative,weak,emolex
الصداع,surprise,,,negative,weak,opinion
شاهد القبر,fear,grey,,,,colour
الصحة,trust,,,positive,,inquirer
صحي,trust,,,positive,weak,emolex
إشاعة,surprise,,,negative,,emolex
قلب,joy,red,,positive,weak,mpqa
حسرة,sadness,,,negative,strong,mpqa
مفجع,surprise,,,negative,strong,opinion
حرقة من المعدة,sadness,red,,negative,,emolex
مفطر القلب,sadness,,,negative,strong,mpqa
الجنة,anticipation,,,positive,weak,opinion
بشكل كبير,trust,,,negative,strong,emolex
واجب ثقيل,sadness,,,,weak,mpqa
الخرقاء,fear,,,negative,strong,opinion
قلبك ملي بالهموم,sadness,,,negative,strong,opinion
تبا,anger,,,negative,strong,opinion
قاطع بالكلام,surprise,,,negative,strong,opinion
قاطعه,surprise,,,negative,,opinion
محموم,sadness,,,negative,weak,opinion
المتعة,joy,,,negative,strong,opinion
حذرهم,trust,brown,passive,,,inquirer
غافل,sadness,,,negative,strong,opinion
الهيمنة,hegea,,,negative,weak,opinion
الهيمنة,anger,,,negative,strong,opinion
سيطرة,anger,,,negative,strong,opinion
شنيع,Disgust,,,negative,strong,emolex
وريثة,joy,pink,,,,colour
عزم أكيد,trust,,,negative,strong,opinion
الجحيم,fear,,,negative,,opinion
القياده,trust,blue,,,,colour
مساعدة,trust,,active,positive,weak,mpqa
ساعد,trust,,,positive,,opinion
مساعدة,trust,,,positive,,opinion
بلا حول ولا قوة,sadness,,,negative,weak,opinion
بواسير,sadness,red,,negative,,emolex
بدعة,anger,,,negative,strong,emolex
بطولي,joy,,,positive,strong,opinion
بطولات,joy,yellow,,positive,,emolex
الهيروين,Disgust,,,negative,,emolex
أبطال,trust,,,positive,strong,opinion
تسليط الضوء,surprise,,active,positive,strong,mpqa
الطريق السريع,trust,grey,,,,colour
بفرح شديد,joy,,,positive,strong,mpqa
الجذل,fear,,,positive,strong,mpqa
مؤرخ,trust,grey,,,,colour
تاريخي,trust,,,positive,weak,mpqa
التاريخ,trust,grey,,,,colour
حتى اليوم,trust,grey,,negative,,emolex
هم,sadness,,,,strong,mpqa
إجلال أو بيعة أو احترام,trust,,passive,positive,strong,emolex
عظة دينية,trust,green,,,,colour
عسل,joy,yellow,,positive,,emolex
خلية النحل,trust,yellow,,,,colour
تكريم,joy,,,positive,,opinion
خدع بمظهره الكاذب,anger,,,negative,strong,opinion
عاهرة,Disgust,brown,,,,colour
همجي,anger,,,negative,,opinion
الصيحة,anger,,,positive,,opinion
قفز,surprise,green,active,,,inquirer
نأمل,anticipation,,,positive,strong,mpqa
الأمل,anticipation,,,positive,strong,mpqa
ميؤوس,sadness,,,negative,strong,opinion
آمال,anticipation,white,,positive,strong,mpqa
أرهب,fear,,active,negative,strong,opinion
مرعب,fear,,,negative,strong,mpqa
مضياف,joy,,,positive,strong,opinion
حسن الضيافة,trust,,,positive,,emolex
كعكات ساخنة,joy,,,positive,,opinion
الفندق,,grey,,,,colour
شخص متهور,fear,,,negative,strong,opinion
عجول,hoger,,,negative,strong,opinion
دافئ,hogea,,,negative,weak,opinion
رب البيت,trust,brown,,,,colour
مدبرة المنزل,trust,white,,,,colour
التدبير المنزلي,trust,brown,,positive,,emolex
ربه منزل,trust,brown,,,,colour
الغطرسة,huger,,,negative,strong,opinion
ساوم,huger,,,negative,strong,opinion
جمهرة,anger,,passive,,,inquirer
إنساني,trust,,,positive,strong,emolex
الإنسانيين,trust,,,positive,weak,mpqa
تحقير,anger,,,negative,strong,mpqa
بكل تواضع,trust,,,positive,,emolex
طنين,fear,,,negative,,opinion
فكاهة,joy,,,positive,strong,opinion
الفكاهي,joy,,,positive,,emolex
بخفة دم,joy,,,positive,strong,opinion
فكاهة,joy,,,positive,strong,opinion
هوموروس,husor,,,positive,strong,opinion
شعور,anticipation,grey,passive,negative,,emolex
التعلق,sadness,,passive,negative,,opinion
جوع,sadness,,,negative,strong,mpqa
قطعة كبيرة,joy,brown,,,,colour
مطاردة,fear,,active,,,inquirer
تقدم بسرعة,surprise,,active,,,inquirer
يؤلم,sadness,,,negative,,opinion
صه,surprise,grey,,positive,,emolex
صخب,fear,,active,,,inquirer
محتال,Disgust,black,,negative,weak,emolex
مقارنة مبالغ فيها,surprise,,,negative,,emolex
النفاق,Disgust,,,negative,,opinion
نفاق,anger,,,negative,strong,emolex
المنافقين,fear,,,negative,strong,opinion
منافق,fear,,,negative,strong,opinion
هستيري,joy,,,negative,strong,opinion
هستيري,fear,,,negative,strong,opinion
نوبة ضحك,joy,,,negative,strong,opinion
المثالي,trust,,,positive,strong,opinion
مثالية,trust,white,,positive,weak,emolex
المثالي,trust,green,,positive,weak,mpqa
عمل على نحو مثالي,trust,,,positive,strong,opinion
من الناحية المثالية,trust,,,positive,strong,opinion
هوية,trust,white,passive,,,inquirer
بغباء,anger,,,negative,strong,opinion
البلهاء,anger,,,negative,strong,opinion
خامل,anger,grey,passive,negative,weak,opinion
المهمل,Disgust,white,,negative,,emolex
محبوب الجماهير,joy,,,positive,strong,emolex
أله,trust,,active,positive,strong,opinion
محبوب,joy,,,positive,strong,opinion
ملحن على نحو رعوي,joy,,,positive,strong,opinion
سوء التصميم,anger,,,negative,,opinion
منحوس,sadness,,,negative,strong,opinion
سوء حظا,sadness,,,negative,strong,opinion
سوء تشكيلها,surprise,,,negative,,opinion
غير مؤدب,anger,,,negative,strong,opinion
سوء المزاج,sadness,,,negative,strong,opinion
سوء المعاملة,anger,,,negative,strong,opinion
سوء المعاملة,anger,,,negative,strong,opinion
بشكل غير قانوني,anger,black,,negative,weak,opinion
غير منطقي,anger,,,negative,strong,opinion
غير منطقي,fear,,,negative,strong,emolex
خيال,anticipation,,passive,positive,strong,mpqa
واسع الخيال,anticipation,pink,,positive,strong,emolex
تخيل,anticipation,purple,passive,,strong,mpqa
اختلال التوازن,fear,,,negative,strong,opinion
وضع معقد,sadness,,,negative,strong,opinion
تصرف بطريقة صحيحة,trust,,,positive,strong,opinion
غير هام,surprise,white,,negative,strong,opinion
قرب حدوث,anticipation,,,negative,strong,opinion
قريبا,anticipation,,,negative,strong,opinion
مفرط,anticipation,,,negative,strong,opinion
على نحو مخالف للعادة,fear,,,negative,strong,opinion
غير متواضع,anticipation,,,negative,strong,opinion
غير أخلاقية,Disgust,,,negative,strong,opinion
يضعف,anticipation,,active,negative,strong,emolex
ضعف السمع,anticipation,,,negative,strong,opinion
رائق,joy,,,,weak,mpqa
نفاذ صبر,anger,red,passive,negative,strong,emolex
بفارغ الصبر,fear,,,negative,strong,opinion
دقيق إلى حد بعيد,trust,white,,,,colour
عرض للخطر,anticipation,,,negative,strong,opinion
رابط الجأش,trust,,,positive,strong,mpqa
منيع,trust,black,,positive,strong,emolex
ينفجر داخليا، ينهار للداخل,sadness,,,negative,strong,opinion
ناشد,sadness,,active,,strong,mpqa
متوسل,sadness,,,,strong,mpqa
فقر,sadness,,,negative,weak,opinion
أفقر,sadness,,,negative,weak,opinion
غير عملي,anticipation,black,,negative,,emolex
غير عملي,surprise,,,negative,strong,opinion
غير قادر,sadness,,passive,negative,strong,opinion
عدم القدرة,sadness,,,negative,,emolex
تحريض,Disgust,red,,negative,weak,opinion
قلة أدب,anger,,,negative,strong,opinion
الميول,joy,,,positive,strong,mpqa
ميال إلى,joy,,,positive,strong,mpqa
عدم الترابط,anticipation,,,negative,strong,opinion
غير مترابط,surprise,grey,,negative,strong,emolex
متفكك,surprise,,,negative,strong,opinion
عدم توافق,fear,,,negative,weak,opinion
عجز,sadness,grey,,negative,strong,emolex
غير واف,sadness,,,negative,strong,opinion
غير مكتمل,surprise,,,negative,weak,opinion
غير كامل,surprise,purple,,,,colour
عدم اكتمال,surprise,grey,,negative,,emolex
عدم توافقها,fear,,,negative,weak,opinion
عدم توافقها,surprise,,,negative,weak,opinion
غامض,fear,,,negative,strong,emolex
لا فهم,fear,,,negative,strong,opinion
لا يصدق,anger,,,negative,strong,opinion
لا يصدق,inger,,,negative,strong,opinion
غير حاسم,surprise,,,negative,weak,mpqa
مستغربة,surprise,,,negative,strong,opinion
غير منطقي,surprise,,,negative,strong,opinion
لا عزاء له,sadness,,,negative,strong,opinion
بشكل فادح,anger,,,negative,strong,opinion
غير واضح,fear,white,,,,colour
متقلب,fear,,,negative,strong,opinion
غير قابل للجدل,trust,,,positive,strong,mpqa
لا يقبل الجدل,trust,,,positive,strong,mpqa
إزعاج,anger,,,negative,strong,opinion
غير مناسب,surprise,,,negative,strong,opinion
غير صحيح,anticipation,,,negative,weak,emolex
زيادة,trust,red,active,positive,,emolex
في ازدياد,surprise,,,,weak,mpqa
على نحو متزايد,surprise,,,,weak,mpqa
بشكوك,fear,,,negative,strong,opinion
غرس,inger,,,negative,strong,opinion
غير محتشمة,Disgust,,,negative,strong,opinion
شىء غير محتشم,Disgust,,,negative,strong,opinion
لا يعرف الكلل,trust,,,positive,strong,mpqa
إلى أجل غير مسمى,anger,,,negative,weak,mpqa
على نحو ثابت,insor,,,positive,strong,mpqa
غير محتشم,Disgust,,,negative,strong,opinion
مستقل,trust,,,positive,weak,mpqa
متعذر تحديده,anticipation,,,negative,weak,opinion
غير مدرك,surprise,,,negative,weak,opinion
غير حكيم,anger,,,negative,strong,opinion
طيش,anger,,,negative,strong,opinion
غير مميز,anticipation,,,negative,strong,opinion
دون تمييز,trust,,,negative,strong,opinion
متوعك,sadness,,,negative,strong,mpqa
شخصية,trust,orange,,positive,weak,emolex
كسلان,surprise,brown,,negative,strong,emolex
لا سبيل الى الشك فيه,trust,,,positive,strong,mpqa
بلا شك,trust,,,positive,strong,mpqa
تساهل,trust,purple,,positive,strong,opinion
متساهل,trust,,,positive,strong,opinion
كادح,trust,,,positive,weak,opinion
صناعة,,grey,,,,colour
لا يوصف,,,,positive,,emolex
غير فعال,sadness,,,negative,weak,emolex
غير فعال,surprise,,,negative,weak,opinion
فعالية,trust,,,negative,weak,opinion
غير نافع,anger,,,negative,weak,opinion
عاجز عن إحداث,sadness,,,negative,strong,opinion
غير مصقول,surprise,,,negative,strong,opinion
غير مؤهل,surprise,,,negative,weak,opinion
بشكل أحمق,anger,,,negative,strong,opinion
عدم المساواة,anger,,,negative,weak,opinion
غير منصف,anger,,,negative,strong,emolex
غير منصف,fear,,,negative,strong,opinion
عدم المساواة,surprise,,,negative,strong,opinion
لا مفر منه,sadness,,,negative,strong,opinion
غير جوهري,surprise,,,negative,strong,opinion
لا يقدر,anger,,,positive,strong,opinion
المحتوم,sadness,,,negative,strong,opinion
لا محالة,sadness,,,negative,strong,opinion
غير دقيق,surprise,,,negative,weak,mpqa
غير مبرر,surprise,,,negative,strong,opinion
عنيد,anger,,,negative,strong,opinion
لا محالة,surprise,,,negative,strong,opinion
غير مكلف,surprise,green,,positive,weak,emolex
قلة خبرة,anticipation,,,negative,weak,emolex
معقد,fear,,,negative,strong,opinion
معصوم,trust,,,positive,strong,emolex
بطريقة لا يشوبها خطأ,trust,,,positive,strong,opinion
سيئ السمعة,Disgust,,,negative,strong,opinion
مفتون,joy,,,,strong,mpqa
إصابة,sadness,,,negative,weak,opinion
العدوى,sadness,,,negative,,opinion
المخاطر,fear,,active,positive,strong,mpqa
عقدة النقص,anger,,,negative,strong,emolex
عقدة النقص,Disgust,,,negative,strong,emolex
شيطاني,anger,,,negative,strong,opinion
مجدب,,black,,,,colour
تسلل,fear,,active,negative,,emolex
متسلل,fear,,,negative,weak,opinion
متسللين,fear,,,negative,weak,opinion
غير محدود,trust,white,,positive,,emolex
بلا حدود,trust,blue,,,,colour
عاجز,sadness,,,negative,strong,emolex
دار العجزه,sadness,red,,,,colour
غضب,anger,,active,negative,strong,opinion
التهاب,sadness,red,,negative,,emolex
تحريضي,anger,,,negative,strong,opinion
إنفلونزا,sadness,,,negative,,emolex
معلومات,trust,,,positive,,emolex
معلوماتية,trust,,,,weak,mpqa
غنيا بالمعلومات,trust,,,positive,weak,mpqa
مخبر,trust,,,negative,,emolex
من النادر,anticipation,grey,,negative,,emolex
خرق,anger,,,negative,strong,opinion
انتهاك,anger,black,active,negative,strong,emolex
التعديات,anger,,,negative,strong,opinion
غضب,anger,,active,negative,strong,opinion
غضب,fear,,,negative,strong,opinion
للضيق,sadness,,,negative,strong,opinion
مبتكر,trust,white,,positive,strong,emolex
مبدع,trust,,,positive,strong,opinion
براعة,trust,green,,positive,strong,opinion
ساذج,sadness,,,positive,strong,opinion
صريح,trust,,,positive,strong,opinion
العاق , عاق,anger,,,negative,strong,opinion
توصل ببراعة,joy,,,positive,strong,mpqa
عقوق,anger,,,negative,strong,opinion
كبت,sadness,,passive,negative,weak,opinion
في الضيافة,joy,,,negative,strong,opinion
غير إنساني,anger,,,negative,strong,opinion
ظالم,inger,,,negative,strong,opinion
الشروع في,anger,,active,,,inquirer
مبادرة,trust,,active,,,inquirer
حقن,sadness,white,,,,colour
غير حكيم,anticipation,,,negative,strong,opinion
إنذار قضائي,anger,,,negative,,emolex
الظلم,sadness,,,negative,strong,opinion
معرفة محدودة,anticipation,,,,strong,mpqa
لا يعد ولا يحصى,surprise,,,,weak,mpqa
في غير محله,anticipation,,,negative,strong,opinion
استعلام,trust,,active,,,inquirer
المستعلم,trust,yellow,,positive,,emolex
فضولي,fear,orange,,positive,strong,emolex
بجنون,fear,,,negative,strong,opinion
نهم,Disgust,,,negative,strong,opinion
حشرة,Disgust,green,,,,colour
غير مدرك,surprise,,,negative,weak,opinion
غير حساس,anticipation,,,negative,strong,opinion
دهاء,anger,,,negative,strong,opinion
تبصر,trust,,passive,positive,strong,mpqa
الثاقبة,trust,,,positive,strong,opinion
بصيرة,trust,,,positive,strong,opinion
أفكارا,trust,,,,strong,mpqa
تفاهة,Disgust,grey,,negative,weak,emolex
بحقارة,Disgust,,,negative,weak,opinion
غير مخلص,Disgust,,,negative,strong,opinion
بتصنع,fear,,,negative,strong,opinion
نفاق,anger,,,negative,strong,opinion
تلميح,fear,,,negative,strong,opinion
لا طعم له,surprise,grey,,negative,,emolex
يصر,surprise,,active,positive,strong,mpqa
إصرار,trust,,active,positive,weak,mpqa
تفتيش,fear,,active,,,inquirer
مفتش,fear,,,positive,,emolex
ملهم,joy,,,positive,strong,opinion
الملهمة,joy,,,positive,strong,opinion
غير مستقر,fear,,passive,negative,weak,opinion
المحرضين,anger,,,negative,strong,opinion
غريزه,joy,,passive,,,inquirer
المعهد,trust,grey,,,,colour
تعليمي,trust,,,positive,weak,opinion
دور فعال,trust,,active,positive,weak,emolex
الوسيلة,trust,grey,,,,colour
متمرد,fear,,,negative,weak,opinion
لا قيمة له,anger,,,negative,strong,opinion
أهان,anger,,,negative,strong,opinion
مهين,anger,,,negative,strong,opinion
الشتائم,Disgust,,,negative,,opinion
غير محتمل,anger,,,negative,strong,opinion
الشدة,sadness,purple,active,,,inquirer
الهدف,joy,black,active,,weak,mpqa
جماع,joy,,active,positive,,emolex
الترابط,trust,grey,,,,colour
مثير للإعجاب,joy,,,positive,strong,emolex
الإهتمامات,joy,,,positive,weak,opinion
التشوش,anticipation,,active,negative,weak,emolex
إقحام,surprise,grey,,,,colour
توسط,trust,,active,positive,,inquirer
تفسر,trust,,active,,,inquirer
ترجمة,trust,blue,active,,,inquirer
مقاطعه,anger,black,,negative,weak,opinion
انقطاع,anger,,,negative,,opinion
ألفة,trust,,,positive,strong,opinion
ترهب، تخوف,fear,,,negative,strong,opinion
سمم,sadness,,active,negative,weak,opinion
تسمم,sadness,green,,,,colour
تصلب,sadness,,,negative,strong,opinion
عنيد,anger,,,negative,strong,opinion
باسل,trust,,,positive,,emolex
معقد,fear,,,positive,weak,opinion
مثيرة للاهتمام,joy,,,positive,strong,opinion
يثير الاهتمام والفضول,joy,,,positive,strong,opinion
تطفل,Disgust,,active,negative,strong,opinion
حدسي,anticipation,,passive,positive,strong,emolex
غمر,trust,,active,negative,strong,opinion
غمرت,trust,,,negative,strong,opinion
إبطال,trust,brown,,negative,strong,emolex
إبطال,joy,,,negative,,emolex
عدم صحة,surprise,,,negative,strong,emolex
لا يقدر بثمن,joy,white,,positive,strong,opinion
بثبات,trust,black,,positive,,emolex
المجتاحة,anger,,,negative,weak,opinion
قدح,joy,,,negative,strong,opinion
استثمار,trust,,active,,,inquirer
بحث,trust,,active,positive,,emolex
استثمار,joy,,active,,,inquirer
مستثمر,trust,,active,,,inquirer
حسود,Disgust,,,negative,strong,opinion
حسدا,anger,,,negative,strong,opinion
الحسد,fear,,,negative,strong,opinion
نشط,joy,,,positive,weak,emolex
تنشيط,joy,,,positive,strong,opinion
لا تقهر,trust,,,positive,strong,opinion
لا يقهر,anticipation,,,positive,strong,opinion
لا تنتهك حرمته,anger,,,positive,strong,opinion
لا تنتهك حرمته,sadness,,,positive,strong,opinion
الخفي,fear,white,,,,colour
غير مرئى,fear,white,,negative,weak,opinion
لا إرادية,fear,,,negative,weak,opinion
لا إرادي,fear,,,negative,weak,emolex
منيع,trust,,,positive,strong,opinion
غضوب,anger,,,negative,,opinion
ضايق,anger,,passive,negative,strong,opinion
أغضب,anger,,,negative,,opinion
مما ازعج,anger,,,negative,,opinion
يؤرق,sadness,,,negative,,opinion
ممل,anticipation,,,negative,strong,opinion
الملل,anticipation,,,negative,,opinion
بغض,Disgust,,,,strong,mpqa
لا يمكن الاستغناء عنه,anticipation,,,positive,,opinion
معتذر كبحه,fear,,,negative,strong,opinion
